fecha,NO_CEDULA,FRECUENCIA,VENTA_NETA,VENTA_NETA_DIGITAL,FACTURAS_TOTAL,FACTURAS_DIGITAL,TICKET_PROMEDIO_TOTAL,TICKET_PROMEDIO_DIGITAL,CL_CALL,CL_COM,CL_APP,CL_TIENDA,flag_digital
2023-11-14,3811111609,3,,76176070.88,,75354819,,14805422.42,1,4,5,3,True
2023-11-16,3803600716,9,,67923836.15,,21732834,,56284243.23,2,5,4,0,True
2023-11-13,1058124866,0,,82485499.65,,13545732,,89036154.2,4,1,4,4,True
2023-11-16,3857754009,0,,1958111.69,,9111090,,93225533.28,4,0,5,1,True
2023-11-13,3034604664,4,30627710.46,,77937156,,10150763.2,,2,4,2,2,False
2023-11-19,2303671518,5,,28810122.03,,5719228,,39251995.12,4,1,2,4,True
2023-11-13,2467292163,10,,19141338.0,,96581352,,37408390.27,3,5,2,0,True
2023-11-19,1751665520,1,69548544.31,,52525095,,61356559.46,,0,0,3,3,False
2023-11-16,2229045013,9,10596166.33,,16325435,,26696020.24,,0,2,5,4,False
2023-11-13,3268040282,3,,17482025.73,,68563821,,97732272.25,0,2,1,3,True
2023-11-15,3249082260,3,83223513.83,,49881435,,99621149.22,,0,5,2,5,False
2023-11-17,2146381495,7,,77278569.0,,81361296,,54379928.88,3,4,4,5,True
2023-11-17,3519697715,3,84678599.57,,55306228,,2926027.77,,1,3,1,1,False
2023-11-15,1646362052,10,,85692167.76,,38098083,,7290433.17,3,2,2,5,True
2023-11-19,3508013195,5,89772831.22,,41809847,,64723688.78,,1,1,5,5,False
2023-11-18,3274231184,10,72757590.37,,46142058,,85622777.98,,4,4,4,1,False
2023-11-18,1771890028,7,23602402.7,,67696325,,14635007.5,,5,2,5,2,False
2023-11-15,2152400505,0,,50792793.79,,53941813,,75482305.43,0,4,2,0,True
2023-11-19,1418532841,7,,86254981.31,,40907255,,5914580.07,2,0,5,1,True
2023-11-16,3347361682,2,,60505451.4,,25555844,,48868244.28,0,4,5,2,True
2023-11-17,3808201373,6,79126638.58,,98337613,,73147766.38,,5,3,1,0,False
2023-11-18,2656454905,9,61867383.91,,97631696,,26603495.46,,0,2,3,3,False
2023-11-14,3989995319,1,,24781191.63,,89363283,,48646714.18,4,4,2,2,True
2023-11-18,1368388748,6,,7405635.78,,64271764,,36251945.01,0,2,2,5,True
2023-11-18,1147524682,0,32821288.25,,56571527,,52291677.31,,5,5,5,4,False
2023-11-14,3459949783,0,81602255.32,,61695344,,57462547.22,,2,0,2,0,False
2023-11-18,2711712983,5,1720309.49,,89544874,,25519721.28,,1,2,5,0,False
2023-11-18,1214741707,7,,48765094.19,,55821857,,80591501.38,4,2,3,5,True
2023-11-19,1803146558,8,62436438.95,,39145690,,89565681.96,,3,4,2,5,False
2023-11-14,3266204791,0,45894769.7,,98302812,,89999987.14,,5,3,5,4,False
2023-11-16,1335338383,9,,2920184.01,,50170107,,54561832.41,4,5,5,0,True
2023-11-17,1730096341,1,,59118549.7,,85624133,,13808853.58,5,3,1,3,True
2023-11-18,3072553753,4,94751077.61,,51418340,,31228571.09,,2,3,4,5,False
2023-11-13,1062170135,1,18818202.79,,36792939,,64378421.25,,3,4,5,4,False
2023-11-18,1240294449,5,46562340.65,,11689565,,37369449.18,,1,1,5,2,False
2023-11-16,1947118865,7,59129708.79,,17693897,,65468597.04,,5,4,4,1,False
2023-11-16,2431941988,5,57566229.73,,77630940,,87780012.9,,2,5,4,0,False
2023-11-19,1828499938,4,3066011.0,,17049446,,26390019.19,,3,2,1,0,False
2023-11-15,3705787722,10,,56004683.2,,28605232,,16860691.01,4,0,0,2,True
2023-11-18,3422478593,8,89920193.58,,23066232,,50940472.07,,2,5,2,5,False
2023-11-19,3703213521,4,,30867093.52,,67665321,,20900917.01,5,0,5,1,True
2023-11-15,3275224726,0,36413134.71,,2226277,,17247505.89,,4,2,2,1,False
2023-11-16,2057934320,9,,65530444.08,,38883580,,59652592.91,0,2,2,4,True
2023-11-13,2526686369,9,79319359.55,,5825178,,9500244.14,,1,3,1,4,False
2023-11-13,2838698945,10,,27484655.32,,47518679,,11627817.86,2,0,3,5,True
2023-11-13,2495695397,2,28397948.42,,49881619,,56648325.43,,4,1,4,3,False
2023-11-17,3344299670,5,,28620655.26,,39640771,,40815830.57,0,4,1,4,True
2023-11-16,1282201224,7,,77222726.96,,37530553,,99047621.42,4,3,0,0,True
2023-11-14,1409344374,9,53072441.52,,54094230,,8081606.53,,3,3,0,3,False
2023-11-19,3581678253,2,45665462.5,,22455230,,84345022.32,,5,5,2,0,False
2023-11-16,2765094441,3,,84691973.28,,55436808,,84626680.62,0,5,2,4,True
2023-11-18,1391294116,8,,97225064.57,,82562538,,84513384.59,0,5,3,0,True
2023-11-14,1505554217,8,95786622.78,,76743444,,56933079.74,,1,2,2,3,False
2023-11-19,1974558327,10,90948974.1,,16329423,,54799788.07,,5,1,3,2,False
2023-11-15,3028201062,4,,89892981.63,,54764483,,78767595.95,4,1,2,1,True
2023-11-18,3803128364,0,12358157.88,,19579972,,25321150.96,,2,3,5,0,False
2023-11-13,3119364763,8,,86843261.43,,98351221,,54828328.05,1,5,2,5,True
2023-11-17,3494124313,1,,5671497.28,,58809560,,54959706.38,5,0,0,4,True
2023-11-19,3733380811,3,,84511043.13,,44402590,,1095213.95,5,3,3,1,True
2023-11-19,2165514849,6,91541159.88,,25889995,,11608309.39,,0,0,0,3,False
2023-11-17,2144734321,3,81619739.04,,98836191,,74027630.0,,5,5,2,0,False
2023-11-14,2520410908,4,30679616.55,,45547308,,11478567.99,,3,3,2,3,False
2023-11-14,1716507997,4,,79569508.14,,80967810,,6891772.07,0,3,2,1,True
2023-11-14,3034476155,6,,89847399.77,,41349397,,71535418.45,3,3,3,4,True
2023-11-18,2624364193,4,52923877.63,,48651484,,55944778.15,,0,1,1,2,False
2023-11-17,1349109968,3,3966312.17,,77914965,,42066483.05,,4,5,5,1,False
2023-11-14,1869143014,6,,70196995.04,,56954478,,7017307.36,4,3,2,3,True
2023-11-14,2170918275,3,,12309157.82,,67387308,,64944221.04,4,1,4,3,True
2023-11-19,1682583648,6,,71756969.92,,39669472,,53207975.83,0,5,4,0,True
2023-11-17,3110178701,9,,86549427.41,,10230112,,78114798.07,1,3,1,2,True
2023-11-18,3749368917,7,,88477281.95,,28338734,,84196935.91,1,0,1,3,True
2023-11-15,2926342692,0,,29090764.1,,46968040,,9512072.62,3,2,0,3,True
2023-11-19,2982326016,7,,80566956.33,,5650051,,68767516.09,5,4,5,5,True
2023-11-17,3552967705,9,82982374.87,,67590763,,40598556.44,,1,1,0,5,False
2023-11-17,3146540589,5,38372437.15,,51551753,,86650180.43,,0,3,2,4,False
2023-11-17,3912797558,3,,6130946.52,,75752804,,26233527.55,1,5,4,1,True
2023-11-17,2413127961,2,,54283613.98,,4895435,,45691141.39,3,5,3,5,True
2023-11-15,2090965472,2,,48656227.59,,36432259,,33803169.91,1,2,2,1,True
2023-11-17,2531573068,8,,5472618.81,,42241131,,53406987.05,1,4,1,5,True
2023-11-16,2389102528,2,,59814838.74,,65361006,,15503825.99,0,1,2,4,True
2023-11-19,1432010152,3,,13641260.57,,67682582,,11801053.48,1,4,1,1,True
2023-11-19,2005069073,1,,20459961.73,,98889672,,53040074.8,1,1,4,3,True
2023-11-19,1205930237,7,27556747.14,,53456708,,55771022.91,,4,3,1,3,False
2023-11-14,3423413250,7,,57196691.11,,69255003,,61059718.77,0,5,3,5,True
2023-11-18,2981972059,6,,99484871.29,,15456370,,91875204.24,2,5,5,5,True
2023-11-16,2537164402,8,,31612921.89,,18843299,,11280608.34,1,0,1,1,True
2023-11-14,1272420455,6,,2557981.75,,61711426,,74505694.55,2,2,3,0,True
2023-11-17,3199169745,4,,68630562.2,,79011718,,63288109.88,3,5,3,4,True
2023-11-18,2468438467,1,,94563578.59,,88040335,,43962001.29,0,3,3,3,True
2023-11-13,3252343177,5,,75767795.53,,18545245,,93172561.64,5,0,2,0,True
2023-11-14,2054830092,7,80335303.45,,53765714,,41629981.31,,1,0,4,3,False
2023-11-14,3392008718,9,72762113.07,,92755514,,55272365.0,,5,3,0,0,False
2023-11-13,1481852992,8,,69872453.92,,78479847,,82016441.84,1,4,2,1,True
2023-11-15,3754791246,0,,45034577.56,,33805799,,85646924.73,2,1,2,1,True
2023-11-17,1948705653,5,,97861304.95,,33260407,,66985871.51,2,4,3,3,True
2023-11-16,1278110572,2,201600.87,,24680417,,95899750.01,,4,5,2,2,False
2023-11-19,3003644424,6,,85121292.97,,33734487,,5293875.39,2,1,1,2,True
2023-11-19,3405094812,10,,26043540.59,,75977834,,45575355.45,5,0,0,3,True
2023-11-15,1878794691,10,75764337.96,,45942061,,94487468.36,,2,5,5,4,False
2023-11-15,3931980772,4,6428621.35,,21315670,,46507119.79,,0,0,4,5,False
2023-11-19,1418838974,0,32769341.26,,43096822,,62599969.0,,5,1,1,0,False
2023-11-17,2569060391,9,,36295749.16,,16765878,,26027355.98,3,5,2,5,True
2023-11-15,1534091459,1,76548626.3,,408629,,81058928.89,,0,4,2,2,False
2023-11-13,2702763069,2,,77504050.33,,64562476,,32377696.0,5,0,2,3,True
2023-11-16,1455038494,4,90805385.58,,28016479,,4695266.62,,2,1,4,1,False
2023-11-13,3148111470,1,,92534565.12,,14868088,,53156683.36,0,0,1,5,True
2023-11-19,2231290825,10,,13022247.24,,24512710,,87038322.37,1,0,3,5,True
2023-11-18,1518850653,5,,52424768.79,,63002086,,35356338.01,0,0,4,1,True
2023-11-18,3639962258,1,84143428.64,,58377743,,98730756.11,,0,4,2,2,False
2023-11-16,1304323036,2,90752637.85,,95245214,,69125958.28,,5,1,5,0,False
2023-11-17,3831736985,9,27293867.96,,23556312,,96048626.38,,2,1,5,2,False
2023-11-17,1756279160,6,64102057.97,,28583938,,95796347.33,,3,1,2,1,False
2023-11-18,1881159473,6,63129361.06,,55747786,,9365951.67,,2,3,4,0,False
2023-11-15,2395604153,3,,72806649.43,,69626545,,30540549.15,3,5,4,4,True
2023-11-18,2939183933,0,,20410269.67,,54020118,,27335981.28,0,0,0,3,True
2023-11-17,1701540052,9,64998583.81,,6788838,,7751761.72,,4,4,1,4,False
2023-11-13,1186285724,2,82108741.96,,98239460,,8824387.19,,2,4,3,4,False
2023-11-18,1287513361,8,11888121.67,,14447960,,6875729.14,,4,3,0,1,False
2023-11-16,3118291995,8,74183268.37,,91290429,,91614812.05,,0,5,5,2,False
2023-11-16,3946523731,7,62351906.43,,42264280,,18857207.45,,4,3,0,0,False
2023-11-18,1291609249,1,,3729390.67,,97992486,,66627175.49,4,3,1,3,True
2023-11-17,3943637354,9,,10960900.12,,90059152,,52898367.58,5,1,3,1,True
2023-11-16,1247290907,5,,7673427.27,,21541131,,27190076.1,5,5,3,4,True
2023-11-13,2511929016,4,,19562983.11,,33690782,,71378012.85,0,2,4,2,True
2023-11-19,1410418775,0,,98228867.72,,86678985,,92734945.51,1,0,5,5,True
2023-11-14,3245572148,0,,66276405.45,,76700752,,34040941.41,2,5,0,3,True
2023-11-18,3469045864,9,68234612.45,,10604341,,19185443.81,,4,4,1,3,False
2023-11-13,3479149705,5,,53981271.36,,13025077,,48301122.33,1,0,5,3,True
2023-11-18,3667943560,9,36847008.6,,26107044,,61556653.55,,1,1,2,1,False
2023-11-17,2691666105,4,2915758.13,,38824625,,67379766.7,,3,2,3,1,False
2023-11-14,2036496402,8,49545397.44,,13390257,,73209092.05,,5,3,1,4,False
2023-11-13,3392163944,5,90722877.69,,79260275,,74100489.11,,4,5,4,3,False
2023-11-13,3384555081,10,,68941041.36,,3892573,,71201405.25,2,0,4,1,True
2023-11-17,3971938177,10,54219809.02,,58492750,,16026327.6,,2,2,5,4,False
2023-11-17,3010162808,2,,77336868.25,,86669293,,11555600.93,1,0,5,0,True
2023-11-14,2109756912,5,51239990.05,,9881769,,75122387.98,,3,2,4,4,False
2023-11-18,2523005211,7,208904.73,,62974300,,70857730.89,,0,0,1,1,False
2023-11-13,3166960356,7,,78289976.65,,43419000,,53704985.63,0,3,0,5,True
2023-11-13,2181913174,1,96158092.93,,356439,,29220930.19,,1,4,3,1,False
2023-11-13,3130945394,1,34122519.27,,56380662,,33646703.67,,0,1,3,2,False
2023-11-19,3084287370,9,22773867.88,,60022136,,73839686.77,,4,3,0,5,False
2023-11-14,3562814797,9,59938262.05,,174631,,14541225.57,,0,1,5,5,False
2023-11-13,1754904579,10,11237224.06,,78099986,,70013468.44,,0,2,2,0,False
2023-11-17,1428289175,2,,25819203.32,,7842400,,49210658.18,2,2,1,3,True
2023-11-15,2052149197,9,75720400.07,,12929920,,61809436.24,,3,1,3,0,False
2023-11-18,1469128340,5,96030228.25,,45315976,,56269409.94,,2,3,4,3,False
2023-11-18,3697813738,5,78467757.23,,56224698,,4762812.77,,1,3,0,1,False
2023-11-13,3674347452,3,9024818.86,,33468865,,91904896.05,,3,1,0,3,False
2023-11-18,3474147645,3,68915129.3,,30340782,,69604025.24,,3,0,4,4,False
2023-11-13,1386513893,3,98963956.09,,47480694,,76246781.0,,2,3,3,4,False
2023-11-16,2832071068,7,,87990574.91,,21027365,,26930593.0,3,1,3,0,True
2023-11-14,3198466949,9,76576542.33,,32756086,,34008892.7,,1,5,0,4,False
2023-11-18,1123620814,3,,38627391.89,,65361816,,63330819.08,4,5,4,0,True
2023-11-15,1144070452,0,16935529.41,,11336340,,19490296.06,,4,0,5,4,False
2023-11-14,2578981039,10,,61072994.15,,54802907,,12046919.18,2,2,4,1,True
2023-11-16,1743638950,7,7436272.82,,30105619,,69950828.33,,1,2,5,2,False
2023-11-17,2355321609,7,68304140.32,,80947838,,53929463.62,,2,1,3,3,False
2023-11-17,2989127101,9,69399606.28,,27628534,,83246462.94,,0,4,3,4,False
2023-11-14,2612300517,8,50296577.37,,90117036,,41340006.53,,1,3,0,5,False
2023-11-16,3416038005,0,,40932624.07,,65945772,,6381661.47,0,0,3,3,True
2023-11-15,3739840763,0,5178834.7,,12506198,,10115560.51,,5,5,4,5,False
2023-11-19,3350497263,0,73569045.62,,51266275,,63678474.95,,4,4,1,0,False
2023-11-14,3096206952,3,,62349713.65,,57712966,,38165045.37,1,5,2,2,True
2023-11-15,2805945268,9,,97303887.1,,41447517,,14689462.2,1,4,1,2,True
2023-11-14,1045062573,6,49367371.66,,54345356,,36016179.13,,3,5,2,0,False
2023-11-19,2093160018,0,,78360191.43,,40386134,,98568329.67,1,3,4,4,True
2023-11-15,1689003303,6,400271.48,,63450959,,39037596.75,,4,2,0,2,False
2023-11-18,2301130323,2,,33244935.33,,7693628,,14681824.89,2,1,3,4,True
2023-11-15,1285220602,1,62522077.09,,57112443,,9684218.55,,3,1,2,4,False
2023-11-14,1525404062,2,4594900.19,,45290513,,82857537.99,,0,0,2,3,False
2023-11-14,1732477520,4,,77140824.25,,73191468,,81327235.51,5,3,3,2,True
2023-11-19,3434153015,0,62942358.8,,84625402,,83172027.58,,2,1,2,4,False
2023-11-18,1461285418,8,,80142484.78,,36930702,,62039419.64,1,3,1,3,True
2023-11-13,2650568462,2,22786054.04,,23991440,,37839425.78,,1,1,4,5,False
2023-11-16,1461019836,10,92207255.04,,74841213,,34233838.2,,5,0,0,2,False
2023-11-17,1230182629,7,,39941001.2,,95001399,,66224483.71,5,2,0,2,True
2023-11-17,1996543940,9,70569936.32,,19800418,,58255521.53,,3,5,1,3,False
2023-11-17,1198664410,2,,6760021.31,,74198291,,59701054.7,4,4,3,0,True
2023-11-15,2099549698,3,,77722830.48,,69146837,,25616499.88,1,5,5,1,True
2023-11-17,1016006823,5,,60647004.67,,3861165,,52720733.22,5,3,2,4,True
2023-11-19,2682313624,8,13849861.9,,668274,,90247381.02,,5,3,5,4,False
2023-11-16,1384518204,3,10026940.07,,42034503,,81138410.08,,4,4,0,0,False
2023-11-17,1354562547,7,,64489118.15,,93951270,,34957009.99,0,1,3,3,True
2023-11-18,1790218945,6,,78546675.34,,28761910,,58324069.17,5,0,4,5,True
2023-11-19,2348044766,7,,28715511.51,,53992229,,29939541.17,0,5,0,4,True
2023-11-13,1030715143,8,,72350397.16,,96707452,,84394556.19,0,3,5,5,True
2023-11-18,1213483993,10,29336261.11,,54502169,,57114235.38,,5,1,4,0,False
2023-11-13,3255780370,4,24413058.05,,43157291,,97550161.68,,4,4,1,0,False
2023-11-15,2410780428,4,80509872.6,,85533448,,38420994.61,,5,1,2,3,False
2023-11-19,1223262625,4,,34645006.53,,22233632,,38809850.83,3,4,1,0,True
2023-11-17,1087128365,3,,13891613.63,,91275596,,688687.65,0,3,4,1,True
2023-11-17,2478884966,6,84708472.53,,32139660,,35236745.67,,3,3,2,2,False
2023-11-19,1538840857,5,,11540012.48,,70062940,,82281853.08,3,1,4,1,True
2023-11-15,1123399769,5,49669083.1,,35622591,,76776225.5,,3,5,4,0,False
2023-11-14,2716785650,9,,67355446.24,,13045193,,62443455.51,5,5,1,5,True
2023-11-18,3350844686,4,10833912.01,,98834669,,22362902.33,,2,4,5,4,False
2023-11-18,3697530821,1,49846855.93,,46581703,,19789739.23,,2,2,4,5,False
2023-11-16,3677274294,1,28238920.06,,93487445,,45333593.32,,4,2,3,2,False
2023-11-19,2595081251,7,12057443.58,,24306328,,50743296.4,,4,5,3,0,False
2023-11-18,2364722909,8,,82133988.99,,73928269,,79650059.49,3,5,4,0,True
2023-11-17,1154599015,5,710170.2,,23663861,,52319990.0,,3,0,0,2,False
2023-11-16,3697982699,2,51745213.96,,84123504,,18266503.27,,5,1,5,1,False
2023-11-19,2310883199,0,70734285.45,,72565935,,5078696.97,,0,4,0,2,False
2023-11-19,1909090758,7,58389296.14,,16584085,,10546279.25,,2,2,3,3,False
2023-11-15,1080767876,2,62646585.85,,8667168,,97030973.3,,0,2,0,4,False
2023-11-18,3187537379,10,,33920992.12,,23908243,,25667222.75,1,1,2,5,True
2023-11-15,1881075866,5,,32944129.87,,90842930,,65087357.88,4,0,4,4,True
2023-11-14,1613696866,10,45279425.82,,41431770,,14588989.51,,3,2,3,5,False
2023-11-13,2107675090,3,,35842033.81,,9225016,,59136050.87,4,3,0,0,True
2023-11-16,2647657653,1,37959044.22,,79376702,,69655526.36,,0,2,3,0,False
2023-11-13,2565069797,4,60142089.35,,74065380,,76960642.06,,4,3,3,0,False
2023-11-18,1268337210,3,94487067.58,,45060428,,37887382.07,,4,3,0,4,False
2023-11-16,3015862281,7,,31213647.6,,33914422,,40758086.59,4,1,1,2,True
2023-11-19,1000766515,6,,21335123.61,,85183123,,33200345.72,4,0,3,1,True
2023-11-13,1950196787,5,61207308.78,,59963910,,57221136.54,,3,4,5,3,False
2023-11-16,3973039657,9,74509271.17,,25337409,,33737772.55,,2,2,5,3,False
2023-11-18,2183483434,5,,46427562.59,,85426607,,8207639.41,2,5,3,3,True
2023-11-18,2871983189,8,23171120.11,,60498764,,28157311.49,,4,5,5,5,False
2023-11-16,3302446694,5,,246792.75,,1569847,,84143245.17,0,1,3,2,True
2023-11-17,3556826371,6,,24005424.49,,33739131,,33299542.19,2,2,0,4,True
2023-11-19,1844164331,10,81901542.07,,94938881,,65032799.2,,4,5,1,3,False
2023-11-18,1102092793,7,93019878.5,,98840518,,58320701.92,,5,3,3,1,False
2023-11-13,1615935719,3,75181824.68,,22026850,,72173858.35,,4,4,3,0,False
2023-11-18,2937845392,1,80232305.44,,43101736,,93552026.12,,1,5,1,2,False
2023-11-17,1915733711,8,,68929229.93,,52380657,,60330715.96,3,0,3,1,True
2023-11-17,2632608311,8,,48733259.57,,76116961,,5476138.63,4,5,4,3,True
2023-11-13,2128560583,6,84307376.28,,37891052,,24589314.64,,3,5,2,3,False
2023-11-13,1765401978,2,,91044153.06,,75974666,,62216495.4,3,2,3,3,True
2023-11-17,1157205681,1,,40696697.47,,27282432,,35456890.98,2,3,1,0,True
2023-11-16,3140802145,9,90280386.74,,71725635,,45061073.18,,5,1,1,3,False
2023-11-13,2943353468,2,45068051.35,,92670187,,86505492.99,,5,4,0,5,False
2023-11-14,1815976475,2,67553740.38,,56848245,,42137876.49,,4,5,0,3,False
2023-11-16,2961342779,8,,83746039.19,,99752843,,56726680.44,3,5,5,0,True
2023-11-15,3292368288,4,40363090.6,,54466431,,90425529.6,,1,0,4,2,False
2023-11-18,2206186144,5,,48991025.58,,15198076,,12807672.54,3,0,5,5,True
2023-11-15,2185132202,3,,20147662.69,,93685277,,64317721.17,4,4,1,0,True
2023-11-19,2887968369,1,65549153.14,,83176789,,22289409.25,,5,0,1,3,False
2023-11-17,1957668959,8,,76557030.48,,58718199,,99042682.43,4,5,5,2,True
2023-11-18,3504553601,6,54961268.1,,43933553,,24821045.72,,5,1,4,5,False
2023-11-16,2524753912,8,,58810356.8,,14045462,,51981556.61,1,0,3,3,True
2023-11-17,1424366487,3,,49338505.12,,46263305,,58466426.86,3,4,1,5,True
2023-11-18,3065773713,8,36906385.14,,57233331,,54398509.74,,1,4,5,5,False
2023-11-16,2572670952,8,96516456.86,,39757769,,76444100.3,,0,0,2,4,False
2023-11-18,2493649834,1,,20763347.86,,67667244,,25556142.1,4,5,1,1,True
2023-11-17,3252297030,6,,88700531.75,,72417463,,85856324.08,2,0,1,5,True
2023-11-15,1938478784,2,,89770518.12,,56129028,,76417376.25,2,0,5,3,True
2023-11-17,1475422488,8,9915959.66,,21528391,,22794443.85,,1,0,2,1,False
2023-11-15,1849095102,0,,88126993.32,,48547526,,75225701.09,3,3,1,0,True
2023-11-18,3539797024,3,,57420135.17,,61934194,,66807927.53,3,2,4,5,True
2023-11-16,1154530206,8,21641615.86,,18361388,,91698363.34,,1,4,4,4,False
2023-11-14,3602704174,1,,896797.64,,51585309,,72859178.89,5,0,2,5,True
2023-11-18,1429118596,10,27226785.0,,89507958,,35538216.19,,5,2,3,1,False
2023-11-16,1824035192,7,17230964.98,,55579118,,24887522.43,,2,5,5,2,False
2023-11-19,1366366948,8,97364541.54,,77303851,,71331300.67,,1,0,0,3,False
2023-11-16,1695710823,3,,13916200.15,,83413280,,98681026.99,5,4,4,0,True
2023-11-16,2737746613,5,40021185.98,,23603167,,8848255.21,,2,4,5,0,False
2023-11-19,1085206456,9,70399755.48,,26618853,,48069760.42,,3,4,1,4,False
2023-11-19,3327056246,7,34927918.37,,63042938,,30575668.68,,5,1,4,0,False
2023-11-16,2008998884,6,92108427.55,,13974298,,9118653.72,,4,3,3,3,False
2023-11-19,1583537381,3,22030405.82,,95835722,,86713559.51,,0,4,0,3,False
2023-11-15,3663351582,2,92889006.19,,20103787,,59814934.47,,1,2,4,4,False
2023-11-16,1884062487,7,,68267504.04,,66220336,,60330932.14,3,4,1,1,True
2023-11-15,1562869938,3,49794400.07,,70056432,,56724056.62,,5,3,5,4,False
2023-11-16,1225398353,1,,99553026.59,,54086954,,84248324.79,3,2,5,1,True
2023-11-13,2807327665,6,55602390.11,,56339774,,39536004.68,,5,0,4,3,False
2023-11-14,1028400692,9,68129738.02,,27538780,,78284982.83,,5,3,0,0,False
2023-11-14,1265677268,5,,52113328.02,,65936099,,59720164.22,5,3,2,4,True
2023-11-16,2815529875,9,43182071.95,,46074925,,42907040.38,,0,5,4,1,False
2023-11-18,1431945970,5,64095323.63,,75729915,,99607165.88,,4,0,0,3,False
2023-11-14,3317219489,2,,13620066.38,,68329189,,25106684.76,5,4,2,4,True
2023-11-14,3939703934,10,9262410.0,,75256603,,12051964.14,,5,5,0,4,False
2023-11-18,2651191329,3,5959600.08,,22297519,,14723628.59,,1,1,4,5,False
2023-11-14,2595293997,7,,57650598.22,,86214132,,35413369.86,0,4,3,4,True
2023-11-17,2719183581,2,90105438.33,,65205826,,59931601.43,,0,4,1,4,False
2023-11-17,2909630114,5,62449853.78,,51946266,,54774344.47,,4,1,0,3,False
2023-11-14,1153063093,10,18215531.02,,14470034,,61061669.16,,1,5,4,4,False
2023-11-19,1396603762,2,,70467392.36,,65446410,,23855033.59,5,5,5,0,True
2023-11-19,2955394842,2,18656908.69,,63123560,,68076823.74,,0,1,5,0,False
2023-11-16,3687814025,6,88538310.62,,60896196,,64361630.68,,1,3,0,1,False
2023-11-19,1910054124,7,,58684588.67,,36472495,,58910352.83,3,0,1,3,True
2023-11-13,1310340117,0,,68566091.65,,76174587,,7584783.02,4,0,5,4,True
2023-11-16,2865428001,6,,96492871.75,,81173922,,86764914.06,2,4,4,2,True
2023-11-16,3583236720,10,2388364.43,,86050687,,8882264.27,,5,2,4,5,False
2023-11-15,1314418596,3,,45342620.08,,54343829,,73299809.75,1,2,5,3,True
2023-11-15,3896943346,10,,95919681.41,,67362350,,36605695.27,3,5,4,4,True
2023-11-17,2161349629,2,,94510176.51,,20238824,,25155378.0,4,3,0,0,True
2023-11-14,2013669704,3,57130667.11,,71661248,,67644188.3,,2,5,2,0,False
2023-11-19,1176958086,8,,81916766.95,,94331201,,16940054.78,1,0,1,0,True
2023-11-17,1711429329,3,,35093427.23,,35352630,,46423633.62,1,1,0,3,True
2023-11-18,1951589430,4,,77170970.45,,20167767,,60436838.7,0,1,5,2,True
2023-11-18,1849185689,10,27252236.67,,40952559,,35503212.94,,3,2,0,4,False
2023-11-15,1794041934,5,65878329.31,,39157870,,18451166.43,,2,2,2,2,False
2023-11-18,1069793405,8,61423176.56,,22428484,,78636036.93,,1,2,4,4,False
2023-11-19,1206359354,4,,3768501.63,,29217980,,65122129.12,3,3,2,4,True
2023-11-16,1021434832,4,20289039.18,,41021756,,89956378.85,,0,1,5,0,False
2023-11-13,3444772759,3,,51452747.62,,36055551,,39658862.32,4,4,3,3,True
2023-11-19,3301116066,0,,68748417.26,,38237684,,64736451.47,2,3,3,3,True
2023-11-16,3917329196,2,93513438.03,,42691355,,75886442.64,,5,0,4,1,False
2023-11-18,2918281788,5,,88280577.77,,93023442,,56788128.68,1,4,0,2,True
2023-11-18,3624415633,10,,57259941.08,,34703703,,36431239.4,4,2,5,1,True
2023-11-15,2849188673,9,,52459383.58,,62645048,,28745240.8,0,1,5,3,True
2023-11-15,1441201016,9,74052086.65,,24707340,,62410376.33,,3,4,5,0,False
2023-11-13,1842416627,0,,51882109.45,,64770997,,23399096.1,2,2,4,5,True
2023-11-14,3050278644,3,28989803.52,,39037660,,37882151.34,,0,2,0,1,False
2023-11-13,3667013402,7,23776051.63,,79244212,,18945154.21,,2,3,4,3,False
2023-11-13,3851069182,6,58207157.22,,7643163,,94909209.34,,0,1,0,0,False
2023-11-17,1333342951,2,,87983469.86,,85767826,,68026530.29,4,4,5,4,True
2023-11-17,3410042892,8,18065813.72,,55202778,,75633879.54,,3,5,2,2,False
2023-11-17,3232788275,4,,83031341.48,,82362325,,51324974.62,4,4,1,3,True
2023-11-16,2733131882,3,,28327780.15,,43986832,,69422365.36,2,3,0,0,True
2023-11-15,3909135002,9,,43912418.45,,19464417,,94954485.43,2,3,0,4,True
2023-11-19,2491588220,2,79578472.82,,39962544,,37735678.86,,5,0,1,1,False
2023-11-14,3616461526,8,,77818901.54,,43994796,,59101832.45,4,5,1,2,True
2023-11-14,2782169569,6,20484022.55,,54109616,,66415122.38,,4,4,1,1,False
2023-11-16,2762474952,0,68917856.88,,56561101,,22123675.5,,4,3,0,2,False
2023-11-13,3667336143,9,,12729615.42,,15393393,,7111508.83,1,3,0,0,True
2023-11-18,2384610668,6,,65340893.03,,4363757,,88994539.54,3,0,3,3,True
2023-11-17,1541960708,4,,48636585.83,,62204425,,93681513.39,4,1,0,1,True
2023-11-16,3695853620,1,99897872.21,,91296035,,96149241.86,,2,4,2,0,False
2023-11-19,2669368783,0,72215987.63,,6725585,,79316389.84,,4,2,2,1,False
2023-11-14,2110099427,9,,78686617.87,,11323613,,47243172.08,0,4,1,2,True
2023-11-18,2726260328,9,,16987000.93,,45277620,,49966640.9,1,1,4,0,True
